can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_scf,E_thermal_correction,E_zpe,G,G_thermal_correction,H,H_thermal_correction,charge,converged,dipole,electronegativity,electronic_spatial_extent,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,multiplicity,number_of_atoms,zero_point_correction
Cc1cc(C#N)c2c(c1)-c1cc(C(C)(C)C)cc3c1B(O2)Oc1c(C#N)cc(C)cc1-3,-1287.40186,11.5906,14401.6226,3656.562,-1287.71156289,0.441565,-1287.428964,-1287.486556,0.356868,-1287.400916,0.442509,0.0,1.0,11.1538,0.157985,13941.9609,0.117385,-0.27537,-0.0406,404.2741,3028.667,1.0,52.0,0.41446
Cc1cc(C#N)c2c(c1)-c1cc(C(C)(C)C)cc3c1[BH-](O2)Oc1c(C#N)cc(C)cc1-3,-1288.033182,13.2574,14513.1545,2920.571,-1288.35463975,0.449273,-1288.060532,-1288.118101,0.364354,-1288.032238,0.450217,,1.0,13.8315,0.02638,13754.5762,0.10842,-0.1348,0.08204,405.282,3622.987,1.0,53.0,0.421924
Cc1cc(C#N)c2c(c1)-c1cccc3c1B(O2)Oc1c(C#N)cc(C)cc1-3,-1130.343787,10.8453,10884.9685,2614.915,-1130.53899433,0.322017,-1130.365303,-1130.416547,0.249258,-1130.342843,0.322961,0.0,1.0,10.3203,0.16030999999999998,10567.862,0.11769999999999999,-0.27801,-0.04261,348.1669,2585.86,1.0,40.0,0.300501
Cc1cc(C#N)c2c(c1)-c1cccc3c1[BH-](O2)Oc1c(C#N)cc(C)cc1-3,-1130.975929,9.8876,11041.3422,3070.53,-1131.19337031,0.329646,-1130.99779,-1131.049689,0.255886,-1130.974984,0.33059,,1.0,11.622,0.025405000000000004,10737.8005,0.108955,-0.13436,0.08355,349.1748,3561.815,1.0,41.0,0.307784
Cc1cc(C(C)(C)C)cc2c1OB1Oc3c(C)cc(C(C)(C)C)cc3-c3cc(N)cc-2c31,-1315.354084,4.3295,19476.5991,3470.587,-1315.7768421,0.578636,-1315.384012,-1315.44255,0.49017,-1315.35314,0.57958,0.0,1.0,2.16,0.127695,18185.9018,0.119935,-0.24763,-0.00776,425.3763,3864.159,1.0,64.0,0.548707
Cc1cc(C(C)(C)C)cc2c1O[BH-]1Oc3c(C)cc(C(C)(C)C)cc3-c3cc(N)cc-2c31,-1315.955645,2.4903,19437.7545,3528.946,-1316.37161248,0.58579,-1315.986048,-1316.045515,0.49592,-1315.954701,0.586734,,1.0,4.6889,-0.006405000000000001,17976.0358,0.110075,-0.10367,0.11648,426.3842,3783.612,1.0,65.0,0.555387
Cc1cc(Cl)cc2c1OB1Oc3c(C)cc(Cl)cc3-c3cc(N(C)C)cc-2c31,-1998.909154,6.6031,14807.9607,3122.641,-1999.17534187,0.382998,-1998.933727,-1998.989125,0.303027,-1998.90821,0.383942,0.0,1.0,1.0939,0.136975,14454.2049,0.117025,-0.254,-0.01995,410.1057,2868.472,1.0,46.0,0.358425
Cc1cc(Cl)cc2c1OB1Oc3c(C)cc(Cl)cc3-c3cc(N)cc-2c31,-1920.396158,3.5256,13105.9618,3018.951,-1920.58113964,0.322504,-1920.417629,-1920.467659,0.251003,-1920.395214,0.323449,0.0,1.0,4.1017,0.14323,12500.5678,0.11975,-0.26298,-0.02348,382.0521,2778.807,1.0,40.0,0.301033
Cc1cc(Cl)cc2c1O[BH-]1Oc3c(C)cc(Cl)cc3-c3cc(N(C)C)cc-2c31,-1999.522743,2.954,14895.9001,3145.519,-1999.80360665,0.390359,-1999.547479,-1999.602316,0.310786,-1999.521799,0.391303,,1.0,3.7825,0.004789999999999996,14346.941,0.10919999999999999,-0.11399,0.10441,411.1136,2964.742,1.0,47.0,0.365623
Cc1cc(Cl)cc2c1O[BH-]1Oc3c(C)cc(Cl)cc3-c3cc(N)cc-2c31,-1921.010817,0.9207,13214.9598,2357.421,-1921.206557,0.330131,-1921.032753,-1921.083629,0.257318,-1921.009873,0.331075,,1.0,2.4575,0.0054550000000000015,12803.5704,0.109365,-0.11482,0.10391,383.06,2801.572,1.0,41.0,0.308195
Cc1cc(F)c2c(c1)-c1cc(C(C)(C)C)cc3c1B(O2)Oc1c(F)cc(C)cc1-3,-1301.392902,4.5394,13019.6526,3182.978,-1301.68427525,0.425988,-1301.417951,-1301.472209,0.34668,-1301.391957,0.426932,0.0,1.0,5.4769,0.13994,12417.7817,0.12021,-0.26015,-0.01973,390.2355,3046.076,1.0,50.0,0.400938
Cc1cc(F)c2c(c1)-c1cc(C(C)(C)C)cc3c1[BH-](O2)Oc1c(F)cc(C)cc1-3,-1302.004736,5.5075,13108.8049,2649.306,-1302.29516315,0.433267,-1302.030255,-1302.085666,0.352337,-1302.003792,0.434211,,1.0,7.8638,0.0005199999999999996,12576.0591,0.11159,-0.11211,0.11107,391.2434,3396.546,1.0,51.0,0.407749
Cc1cc(O)cc2c1OB1Oc3c(C)cc(O)cc3-c3cc(Br)cc-2c31,-3667.486099,0.4425,12652.7156,2356.999,-3667.66476493,0.323341,-3667.507474,-3667.557533,0.251907,-3667.485155,0.324285,0.0,1.0,1.5447,0.13946999999999998,12297.9902,0.11352,-0.25299,-0.02595,409.0422,3041.288,1.0,40.0,0.301966
Cc1cc(O)cc2c1O[BH-]1Oc3c(C)cc(O)cc3-c3cc(Br)cc-2c31,-3668.09938,2.0801,12737.9631,3142.684,-3668.28235986,0.33057,-3668.12139,-3668.172334,0.257615,-3668.098436,0.331514,,1.0,4.0767,0.0022950000000000054,12242.8933,0.105975,-0.10827,0.10368,410.0501,2461.138,1.0,41.0,0.30856
Cc1cc2c(c(C(C)(C)C)c1)OB1Oc3c(cc(C)cc3C(C)(C)C)-c3cc(F)cc-2c31,-1359.238985,1.7718,15656.0146,3331.495,-1359.62205326,0.553209,-1359.268518,-1359.327744,0.46445,-1359.238041,0.554153,0.0,1.0,0.4878,0.138255,15350.1032,0.118405,-0.25666,-0.01985,428.3522,3159.769,1.0,62.0,0.523676
Cc1cc2c(c(C(C)(C)C)c1)O[BH-]1Oc3c(cc(C)cc3C(C)(C)C)-c3cc(F)cc-2c31,-1359.860255,3.6296,15535.3821,3940.531,-1360.25969995,0.560153,-1359.890149,-1359.950009,0.470399,-1359.859311,0.561097,,1.0,0.9778,0.0032299999999999968,14976.0986,0.11189,-0.11512,0.10866,429.3601,3397.01,1.0,63.0,0.530259
Cc1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(C)cc3C(F)(F)F)-c3cc([N+](=O)[O-])cc-2c31,-1824.194201,3.158,16778.0621,3114.874,-1824.33975205,0.344391,-1824.221752,-1824.281534,0.257058,-1824.193257,0.345335,0.0,1.0,4.0164,0.17586000000000002,16807.5109,0.10883,-0.28469,-0.06703,479.1415,3474.283,1.0,46.0,0.316841
Cc1cc2c(c(C(F)(F)F)c1)O[BH-]1Oc3c(cc(C)cc3C(F)(F)F)-c3cc([N+](=O)[O-])cc-2c31,-1824.833045,9.0527,16935.011,2753.759,-1825.0086447,0.352006,-1824.861044,-1824.922024,0.263027,-1824.832101,0.352951,,1.0,2.5857,0.042679999999999996,16631.2847,0.09814,-0.14082,0.05546,480.1494,3379.613,1.0,47.0,0.324007
Cc1cc2c(c([N+](=O)[O-])c1)OB1Oc3c(cc(C)cc3[N+](=O)[O-])-c3cc(C(C)(C)C)cc-2c31,-1511.796184,10.517,16429.8407,3354.824,-1512.00825181,0.451645,-1511.82493,-1511.886363,0.361466,-1511.79524,0.452589,0.0,1.0,11.7872,0.16141999999999998,15725.6121,0.11614999999999999,-0.27757,-0.04527,444.2497,3176.376,1.0,54.0,0.422899
Cc1cc2c(c([N+](=O)[O-])c1)O[BH-]1Oc3c(cc(C)cc3[N+](=O)[O-])-c3cc(C(C)(C)C)cc-2c31,-1512.42881,14.811,16579.2804,3935.152,-1512.69356636,0.459363,-1512.457791,-1512.518875,0.369298,-1512.427866,0.460307,,1.0,14.0632,0.03321,15872.7691,0.10493000000000001,-0.13814,0.07172,445.2576,3465.822,1.0,55.0,0.430382
Cc1cc2c3c(c1)-c1cc(C#N)cc(Br)c1OB3Oc1c(Br)cc(C#N)cc1-2,-6233.455422,1.5709,16749.4323,3007.246,-6233.58059384,0.275044,-6233.478079,-6233.532655,0.197811,-6233.454478,0.275988,0.0,1.0,4.6013,0.17308,16349.8533,0.12088,-0.29396,-0.0522,491.9323,3591.988,1.0,37.0,0.252387
Cc1cc2c3c(c1)-c1cc(C#N)cc(Br)c1O[BH-]3Oc1c(Br)cc(C#N)cc1-2,-6234.103679,2.4295,16913.0316,3282.53,-6234.25508607,0.283057,-6234.126649,-6234.181434,0.205302,-6234.102735,0.284001,,1.0,3.4229,0.03878499999999999,16311.8461,0.113485,-0.15227,0.0747,492.9402,3033.224,1.0,38.0,0.260087
Cc1cc2c3c(c1)-c1cc(Cl)cc(C#N)c1OB3Oc1c(C#N)cc(Cl)cc1-2,-2010.228349,9.6003,14188.398,3185.071,-2010.38684007,0.275114,-2010.250618,-2010.303479,0.199984,-2010.227405,0.276058,0.0,1.0,9.3195,0.174235,13847.2951,0.11688499999999999,-0.29112,-0.05735,403.0303,2895.519,1.0,37.0,0.252845
Cc1cc2c3c(c1)-c1cc(Cl)cc(C#N)c1O[BH-]3Oc1c(C#N)cc(Cl)cc1-2,-2010.873568,9.6093,14347.8841,3296.076,-2011.01036659,0.283158,-2010.896155,-2010.949238,0.207489,-2010.872624,0.284102,,1.0,10.2024,0.040854999999999995,11542.7995,0.10767499999999999,-0.14853,0.06682,404.0382,3114.973,1.0,38.0,0.260571
Cc1cc2c3c(c1)-c1cc(Cl)cc(N)c1OB3Oc1c(N)cc(Cl)cc1-2,-1936.440323,5.2549,13075.1975,2402.157,-1936.57078133,0.311053,-1936.461731,-1936.512156,0.23922,-1936.439379,0.311997,0.0,1.0,1.4831,0.138195,12877.804,0.11710500000000001,-0.2553,-0.02109,383.0399,2916.905,1.0,39.0,0.289645
Cc1cc2c3c(c1)-c1cc(Cl)cc(N)c1O[BH-]3Oc1c(N)cc(Cl)cc1-2,-1937.059755,2.0197,13177.8893,3404.239,-1937.2551602,0.318961,-1937.081486,-1937.132369,0.246347,-1937.058811,0.319905,,1.0,1.4972,0.004584999999999999,12252.2224,0.11180499999999999,-0.11639,0.10722,384.0478,2854.059,1.0,40.0,0.29723
Cc1cc2c3c(c1)-c1cc(F)cc(F)c1OB3Oc1c(F)cc(F)cc1-2,-1303.491142,3.3586,10245.4237,2583.211,-1303.62633677,0.261834,-1303.510638,-1303.559446,0.19353,-1303.490198,0.262778,0.0,1.0,4.5567,0.15272,9893.1789,0.11973999999999999,-0.27246,-0.03298,356.0825,2398.696,1.0,35.0,0.242338
Cc1cc2c3c(c1)-c1cc(F)cc(F)c1O[BH-]3Oc1c(F)cc(F)cc1-2,-1304.110606,2.2826,10357.6601,2268.302,-1304.26484017,0.269353,-1304.130424,-1304.17897,0.200989,-1304.109662,0.270297,,1.0,5.1403,0.008465,9686.1512,0.110155,-0.11862,0.10169,357.0904,2434.275,1.0,36.0,0.249535
Cc1cc2c3c(c1)-c1cc(O)cc(C)c1OB3Oc1c(C)cc(O)cc1-2,-1135.562182,2.1827,10464.8847,2774.653,-1135.7464166,0.361536,-1135.5841,-1135.634238,0.28948,-1135.561238,0.36248,0.0,1.0,3.3662,0.128325,10084.627,0.115845,-0.24417,-0.01248,344.1729,2633.089,1.0,43.0,0.339618
Cc1cc2c3c(c1)-c1cc(O)cc(C)c1O[BH-]3Oc1c(C)cc(O)cc1-2,-1136.166045,1.0304,10557.7302,2600.117,-1136.38833732,0.36865,-1136.188406,-1136.238909,0.295785,-1136.165101,0.369594,,1.0,4.3537,-0.008550000000000002,10231.6751,0.10792,-0.09937,0.11647,345.1808,3018.526,1.0,44.0,0.346288
Cc1cc2c3c(c1)-c1ccccc1OB3Oc1ccccc1-2,-906.653111,1.8436,6767.2247,2126.009,-906.818531131,0.29131,-906.668993,-906.713254,0.231168,-906.652167,0.292255,0.0,1.0,2.7387,0.13613499999999998,6658.9131,0.12078499999999999,-0.25692,-0.01535,284.1205,1741.791,1.0,35.0,0.275428
Cc1cc2c3c(c1)-c1ccccc1O[BH-]3Oc1ccccc1-2,-907.258456,1.8958,6849.3192,2010.359,-907.449339395,0.298465,-907.27465,-907.318465,0.238456,-907.257512,0.299409,,1.0,4.7242,-0.007274999999999997,6647.7005,0.11257500000000001,-0.1053,0.11985,285.1284,2142.62,1.0,36.0,0.282271
Cc1ccc2c(c1)-c1cc([N+](=O)[O-])cc3c1B(O2)Oc1ccc(C)cc1-3,-1150.340304,8.6082,10372.0242,2257.223,-1150.50433495,0.326593,-1150.360574,-1150.410327,0.256569,-1150.33936,0.327537,0.0,1.0,3.5626,0.16202999999999998,9953.9022,0.10670999999999999,-0.26874,-0.05532,343.1449,2145.755,1.0,40.0,0.306323
Cc1ccc2c(c1)-c1cc([N+](=O)[O-])cc3c1[BH-](O2)Oc1ccc(C)cc1-3,-1150.962002,9.6336,10455.8547,2542.822,-1151.12407063,0.333981,-1150.98273,-1151.033418,0.262565,-1150.961058,0.334925,,1.0,4.4824,0.026014999999999996,9663.6778,0.094595,-0.12061,0.06858,344.1528,2685.677,1.0,41.0,0.313252
Cc1cccc2c1OB1Oc3c(C)cccc3-c3cc(C(F)(F)F)cc-2c31,-1282.852311,3.1982,10494.1997,2724.226,-1283.05371937,0.330163,-1282.873318,-1282.923942,0.258531,-1282.851367,0.331107,0.0,1.0,1.6011,0.1456,10175.1815,0.12080000000000002,-0.2664,-0.0248,366.1456,2476.569,1.0,41.0,0.309156
Cc1cccc2c1O[BH-]1Oc3c(C)cccc3-c3cc(C(F)(F)F)cc-2c31,-1283.469971,0.7037,10570.7307,2757.84,-1283.66939397,0.337377,-1283.491327,-1283.542189,0.265159,-1283.469027,0.338321,,1.0,2.9983,0.00401,10291.3864,0.11277,-0.11678,0.10876,367.1535,3246.207,1.0,42.0,0.316021
FC(F)(F)c1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(C(F)(F)F)cc3C(F)(F)F)-c3cc(Br)cc-2c31,-4786.287598,3.4436,26181.702,2922.322,-4786.42112336,0.288474,-4786.317789,-4786.384543,0.19153,-4786.286654,0.289418,0.0,1.0,2.9164,0.179455,25540.9035,0.12107500000000002,-0.30053,-0.05838,620.983,3490.551,1.0,44.0,0.258283
FC(F)(F)c1cc2c(c(C(F)(F)F)c1)O[BH-]1Oc3c(cc(C(F)(F)F)cc3C(F)(F)F)-c3cc(Br)cc-2c31,-4786.93832,1.7908,26335.9115,3188.381,-4787.10817485,0.296338,-4786.96886,-4787.035539,0.199119,-4786.937376,0.297283,,1.0,4.4673,0.044309999999999995,25095.2867,0.11249,-0.1568,0.06818,621.9909,3430.537,1.0,45.0,0.265799
FC(F)(F)c1cc2c3c(c1)-c1cc(Cl)cc(Br)c1OB3Oc1c(Br)cc(Cl)cc1-2,-7265.842983,0.6743,20492.5296,2695.013,-7265.9573929,0.236414,-7265.866266,-7265.923092,0.156305,-7265.842039,0.237358,0.0,1.0,0.9649,0.170155,20309.9376,0.117985,-0.28814,-0.05217,564.7744,3173.16,1.0,35.0,0.213131
FC(F)(F)c1cc2c3c(c1)-c1cccc(C(F)(F)F)c1OB3Oc1c-2cccc1C(F)(F)F,-1878.169061,2.9744,15466.2716,2562.261,-1878.30033489,0.288354,-1878.19389,-1878.250991,0.206425,-1878.168117,0.289299,0.0,1.0,4.137,0.16491,14879.9874,0.12054999999999999,-0.28546,-0.04436,474.0886,3140.836,1.0,41.0,0.263526
FC(F)(F)c1cc2c3c(c1)-c1cccc(C(F)(F)F)c1O[BH-]3Oc1c-2cccc1C(F)(F)F,-1878.804234,1.5043,15609.8401,2901.601,-1879.10011865,0.295896,-1878.829399,-1878.886724,0.213407,-1878.80329,0.29684,-1.0,1.0,4.0765,0.02538,15607.2106,0.11225,-0.13763,0.08687,475.0965,3048.146,1.0,42.0,0.270732
Fc1cc2c3c(c1)-c1cc(C(F)(F)F)cc(Cl)c1OB3Oc1c(Cl)cc(C(F)(F)F)cc1-2,-2559.607047,1.5785,20184.9624,3424.201,-2559.72799085,0.255105,-2559.631878,-2559.690701,0.171452,-2559.606103,0.25605,0.0,1.0,2.3369,0.174195,19379.5752,0.121595,-0.29579,-0.0526,492.971,2798.626,1.0,38.0,0.230275
Fc1cc2c3c(c1)-c1cc(C(F)(F)F)cc(Cl)c1O[BH-]3Oc1c(Cl)cc(C(F)(F)F)cc1-2,-2560.249473,0.8962,20330.4136,2840.472,-2560.39469663,0.262997,-2560.274639,-2560.332966,0.179504,-2560.248528,0.263941,,1.0,3.8832,0.034620000000000005,18949.999,0.11218,-0.1468,0.07756,493.9789,3107.811,1.0,39.0,0.237831
Fc1ccc2c(c1)-c1cccc3c1B(O2)Oc1ccc(F)cc1-3,-1065.809793,0.1864,8258.3653,2066.284,-1065.92027196,0.246843,-1065.825444,-1065.868522,0.188115,-1065.808849,0.247787,0.0,1.0,1.6686,0.14623,7305.1318,0.11844,-0.26467,-0.02779,306.0747,1801.992,1.0,32.0,0.231193
Fc1ccc2c(c1)-c1cccc3c1[BH-](O2)Oc1ccc(F)cc1-3,-1066.422956,0.0895,8352.7909,2231.942,-1066.56409179,0.25415,-1066.439016,-1066.48262,0.194486,-1066.422012,0.255094,,1.0,2.1911,0.0018649999999999986,8149.2995,0.109845,-0.11171,0.10798,307.0826,2107.945,1.0,33.0,0.23809
N#Cc1cc(C#N)c2c(c1)-c1cc([N+](=O)[O-])cc3c1B(O2)Oc1c(C#N)cc(C#N)cc1-3,-1440.644796,4.3211,14835.1648,2524.684,-1440.72504488,0.26883,-1440.668941,-1440.724057,0.189569,-1440.643852,0.269774,0.0,1.0,2.9368,0.20929999999999999,14299.4798,0.11457,-0.32387,-0.09473,415.1305,2745.594,1.0,38.0,0.244685
N#Cc1cc(C#N)c2c(c1)-c1cc([N+](=O)[O-])cc3c1[BH-](O2)Oc1c(C#N)cc(C#N)cc1-3,-1441.323041,2.3925,14967.3093,3033.104,-1441.42168363,0.277271,-1441.347459,-1441.403044,0.197268,-1441.322097,0.278216,,1.0,4.4437,0.076315,13318.7881,0.106435,-0.18275,0.03012,416.1384,3527.631,1.0,39.0,0.252853
N#Cc1cc(N)c2c(c1)-c1cc(Br)cc3c1B(O2)Oc1c(N)cc(C#N)cc1-3,-3733.636614,9.736,14450.233,2688.494,-3733.76154373,0.290608,-3733.658804,-3733.710468,0.216754,-3733.63567,0.291552,0.0,1.0,6.3337,0.159605,13577.3574,0.116485,-0.27609,-0.04312,429.0386,2810.698,1.0,38.0,0.268418
N#Cc1cc(N)c2c(c1)-c1cc(Br)cc3c1[BH-](O2)Oc1c(N)cc(C#N)cc1-3,-3734.280271,4.7419,14544.6763,3608.009,-3734.56445748,0.298923,-3734.302674,-3734.354804,0.22439,-3734.279327,0.299868,,1.0,2.2651,0.02855,14558.0338,0.11282,-0.14137,0.08427,430.0465,2716.141,1.0,39.0,0.27652
N#Cc1cc([N+](=O)[O-])cc2c1OB1Oc3c(C#N)cc([N+](=O)[O-])cc3-c3cc(O)cc-2c31,-1535.83346,7.8993,16265.858,3144.553,-1535.90890988,0.279005,-1535.857589,-1535.912637,0.199828,-1535.832515,0.279949,0.0,1.0,5.5331,0.19485,16052.9218,0.11988000000000001,-0.31473,-0.07497,426.1079,2545.591,1.0,39.0,0.254876
N#Cc1cc([N+](=O)[O-])cc2c1O[BH-]1Oc3c(C#N)cc([N+](=O)[O-])cc3-c3cc(O)cc-2c31,-1536.498045,7.6639,16434.5305,3248.183,-1536.53122567,0.287323,-1536.522541,-1536.577976,0.207392,-1536.497101,0.288267,,1.0,7.2836,0.06532,14078.1452,0.10365,-0.16897,0.03833,427.1158,2964.361,1.0,40.0,0.262827
N#Cc1cc2c3c(c1)-c1cc(N)cc(O)c1OB3Oc1c(O)cc(N)cc1-2,-1220.604265,6.2218,10942.491,2849.414,-1220.75848726,0.309791,-1220.625517,-1220.674333,0.239724,-1220.603321,0.310736,0.0,1.0,3.5581,0.14405500000000002,10713.0941,0.10412500000000001,-0.24818,-0.03993,357.1315,2763.932,1.0,39.0,0.288539
N#Cc1cc2c3c(c1)-c1cc(N)cc(O)c1O[BH-]3Oc1c(O)cc(N)cc1-2,-1221.232738,3.0963,11011.7759,2561.328,-1221.35154853,0.318055,-1221.254173,-1221.303556,0.247237,-1221.231793,0.319,,1.0,2.0535,0.008224999999999996,10569.6153,0.107585,-0.11581,0.09936,358.1394,2885.174,1.0,40.0,0.29662
Nc1cc(Br)cc2c1OB1Oc3c(N)cc(Br)cc3-c3cc(O)cc-2c31,-6195.587654,5.091,18847.4377,3218.049,-6195.700377,0.286604,-6195.6088,-6195.659714,0.214544,-6195.586709,0.287548,0.0,1.0,1.9385,0.139945,18308.8093,0.11579500000000001,-0.25574,-0.02415,473.9145,2982.582,1.0,37.0,0.265457
Nc1cc(Br)cc2c1O[BH-]1Oc3c(N)cc(Br)cc3-c3cc(O)cc-2c31,-6196.206546,3.2266,18983.7011,3596.986,-6196.35875809,0.294332,-6196.228234,-6196.279891,0.220986,-6196.205601,0.295276,,1.0,1.5793,0.007054999999999999,17178.02,0.10988500000000001,-0.11694,0.10283,474.9224,2736.837,1.0,38.0,0.272644
Nc1cc(Cl)c2c(c1)-c1cc(N)cc3c1B(O2)Oc1c(Cl)cc(N)cc1-3,-1952.476218,6.0796,11880.1007,3025.869,-1952.60108305,0.299391,-1952.497503,-1952.547079,0.22853,-1952.475274,0.300335,0.0,1.0,7.7196,0.1313,11359.809,0.11132,-0.24262,-0.01998,384.0277,3025.869,1.0,38.0,0.278106
Nc1cc(Cl)c2c(c1)-c1cc(N)cc3c1[BH-](O2)Oc1c(Cl)cc(N)cc1-3,-1953.082069,5.4091,12026.8958,2786.048,-1953.24826176,0.30723,-1953.103985,-1953.154822,0.234477,-1953.081125,0.308175,,1.0,6.3443,-0.0003249999999999989,11804.4457,0.104405,-0.10408,0.10473,385.0356,2491.054,1.0,39.0,0.285315
Nc1cc(Cl)cc2c1OB1Oc3c(N)cc(Cl)cc3-c3cc(F)cc-2c31,-1996.386902,7.1107,12954.4949,2139.326,-1996.48683012,0.274049,-1996.407234,-1996.455908,0.205044,-1996.385958,0.274993,0.0,1.0,3.6184,0.14493999999999999,11580.8684,0.11507999999999999,-0.26002,-0.02986,387.0036,2625.537,1.0,36.0,0.253717
Nc1cc(Cl)cc2c1O[BH-]1Oc3c(N)cc(Cl)cc3-c3cc(F)cc-2c31,-1997.010493,3.893,13061.1893,2525.438,-1997.16461638,0.281986,-1997.031216,-1997.080701,0.211778,-1997.009549,0.28293,,1.0,4.5794,0.010109999999999994,12404.2228,0.11018,-0.12029,0.10007,388.0115,2881.589,1.0,37.0,0.261264
Nc1cc(F)cc2c1OB1Oc3c(N)cc(F)cc3-c3cc(F)cc-2c31,-1275.655981,7.0722,10190.8724,1811.251,-1275.76378687,0.276256,-1275.675467,-1275.722391,0.209846,-1275.655037,0.277201,0.0,1.0,2.6985,0.14081,10007.6433,0.11464,-0.25545,-0.02617,354.0944,2500.037,1.0,36.0,0.256771
Nc1cc(F)cc2c1O[BH-]1Oc3c(N)cc(F)cc3-c3cc(F)cc-2c31,-1276.272708,3.7712,10282.2748,2579.354,-1276.39483609,0.284103,-1276.292502,-1276.33997,0.216841,-1276.271764,0.285047,,1.0,0.7981,0.0027550000000000005,10146.7215,0.10885500000000001,-0.11161,0.1061,355.1023,2368.794,1.0,37.0,0.264309
Nc1cc(O)c2c(c1)-c1cc(Cl)cc3c1B(O2)Oc1c(O)cc(N)cc1-3,-1587.969569,1.1057,11083.4336,2598.507,-1588.09467449,0.300907,-1587.990226,-1588.038488,0.231988,-1587.968625,0.301851,0.0,1.0,0.9976,0.13333,10789.0336,0.10996,-0.24329,-0.02337,366.5668,2693.574,1.0,38.0,0.28025
Nc1cc(O)c2c(c1)-c1cc(Cl)cc3c1[BH-](O2)Oc1c(O)cc(N)cc1-3,-1588.58995,0.852,11158.6495,2431.894,-1588.72287399,0.309075,-1588.610848,-1588.659745,0.239279,-1588.589005,0.310019,,1.0,2.4402,0.001575,10727.6046,0.10789499999999999,-0.10947,0.10632,367.5747,2723.721,1.0,39.0,0.288177
Nc1cc(O)c2c(c1)-c1cccc3c1B(O2)Oc1c(O)cc(N)cc1-3,-1128.382682,0.699,9664.0559,2471.423,-1128.52977279,0.309297,-1128.402128,-1128.448516,0.243463,-1128.381738,0.310241,0.0,1.0,3.9001,0.122095,9571.4636,0.11154499999999999,-0.23364,-0.01055,332.1217,2522.911,1.0,38.0,0.289851
Nc1cc(O)c2c(c1)-c1cccc3c1[BH-](O2)Oc1c(O)cc(N)cc1-3,-1129.004406,3.3879,9713.3967,2335.565,-1129.13671883,0.317431,-1129.02392,-1129.070675,0.251162,-1129.003462,0.318375,,1.0,6.1657,-0.0075850000000000015,9623.3041,0.110395,-0.10281,0.11798,333.1296,2174.492,1.0,39.0,0.297917
Nc1cc2c(c([N+](=O)[O-])c1)OB1Oc3c(cc(N)cc3[N+](=O)[O-])-c3cc(F)cc-2c31,-1486.042974,9.895,13182.8768,3081.71,-1486.09055054,0.301629,-1486.066271,-1486.119165,0.225438,-1486.04203,0.302573,0.0,1.0,9.474,0.157825,12752.4768,0.10725499999999999,-0.26508,-0.05057,408.1086,2838.417,1.0,40.0,0.278333
Nc1cc2c(c([N+](=O)[O-])c1)O[BH-]1Oc3c(cc(N)cc3[N+](=O)[O-])-c3cc(F)cc-2c31,-1486.673908,11.0337,13372.6579,2891.346,-1486.75296908,0.309655,-1486.697715,-1486.751863,0.2317,-1486.672963,0.310599,,1.0,10.559,0.031169999999999996,12769.9147,0.09875999999999999,-0.12993,0.06759,409.1165,2721.267,1.0,41.0,0.285848
Nc1cc2c3c(c1)-c1cc(F)cc(O)c1OB3Oc1c(O)cc(F)cc1-2,-1271.507071,5.1813,10189.2271,2553.094,-1271.61198826,0.276389,-1271.526541,-1271.573398,0.210063,-1271.506127,0.277333,0.0,1.0,1.8241,0.146435,10032.7123,0.12107500000000002,-0.26751,-0.02536,353.0881,2372.572,1.0,36.0,0.256919
Nc1cc2c3c(c1)-c1cc(F)cc(O)c1O[BH-]3Oc1c(O)cc(F)cc1-2,-1272.128833,2.7103,10257.5786,2839.395,-1272.22615363,0.284479,-1272.148478,-1272.195761,0.217551,-1272.127889,0.285423,,1.0,4.6929,0.005174999999999999,9920.5775,0.111345,-0.11652,0.10617,354.096,1990.23,1.0,37.0,0.264834
Nc1cccc2c1OB1Oc3c(N)cccc3-c3cc(Cl)cc-2c31,-1437.594307,6.9819,8843.6478,2336.211,-1437.72311744,0.28995,-1437.61242,-1437.657897,0.226361,-1437.593363,0.290895,0.0,1.0,1.9165,0.134555,8600.6595,0.115885,-0.25044,-0.01867,334.568,2366.552,1.0,36.0,0.271838
Nc1cccc2c1O[BH-]1Oc3c(N)cccc3-c3cc(Cl)cc-2c31,-1438.208617,2.8947,8923.7051,2242.6,-1438.38492948,0.297707,-1438.227045,-1438.273068,0.233256,-1438.207673,0.298651,,1.0,1.4632,-0.0011550000000000032,8839.3944,0.111665,-0.11051,0.11282,335.5759,2709.808,1.0,37.0,0.279279
O=[N+]([O-])c1cc(Cl)c2c(c1)-c1cc(Br)cc3c1B(O2)Oc1c(Cl)cc([N+](=O)[O-])cc1-3,-4766.562941,1.8847,19151.9767,3102.395,-4766.57806121,0.24721,-4766.5862,-4766.641828,0.168323,-4766.561997,0.248154,0.0,1.0,1.1026,0.187265,18531.1274,0.12138499999999999,-0.30865,-0.06588,507.8752,2634.911,1.0,36.0,0.223951
